"";"chave";"ano";"sigla";"dsc_tribunal";"secao";"dpjio";"tram";"cp";"sus";"tbaix";"mag";"serv";"cp.sus";"cp.sus.fisc";"tbaix.sus.fisc";"cp.sus.fisc.penal";"tbaix.sus.fisc.penal";"tcl";"ips";"ipm";"dpjio_tbaix";"eff";"target.tbaix"
"1";"TRF1_DF_2012";2012;"TRF1";"TRF 1ª Região";"DF";169017345,03;300429;240398;0;101849;39;719;240398;146794;84462;146607;84376;0,660988120321274;141,653685674548;2611,51282051282;1659,48948963662;0,588265453753294;143431,846051231
"2";"TRF1_GO_2012";2012;"TRF1";"TRF 1ª Região";"GO";133992205,95;244755;178829;0;82239;34;588;178829;84595;74472;84161;74323;0,66399460685175;139,862244897959;2418,79411764706;1629,30247145515;0,74872042034606;99266,6928539865
"3";"TRF1_MT_2012";2012;"TRF1";"TRF 1ª Região";"MT";72306641,31;113975;81809;0;40325;17;330;81809;52745;35830;52354;35654;0,646194340864225;122,19696969697;2372,05882352941;1793,09711866088;0,623077078204061;57222,4548891576
"4";"TRF1_MG_2012";2012;"TRF1";"TRF 1ª Região";"MG";379654181,25;831785;637392;0;293625;112;1726;637392;398288;268427;397159;267788;0,646994115065792;170,118771726535;2621,65178571429;1292,98997445722;0,743322436111084;360258,196161835
"5";"TRF1_AC_2012";2012;"TRF1";"TRF 1ª Região";"AC";28791407,2;36727;22565;0;14760;7;126;22565;16573;14469;16347;14432;0,598115827592779;117,142857142857;2108,57142857143;1950,63734417344;0,708462170353713;20370,8830251227
"6";"TRF1_AM_2012";2012;"TRF1";"TRF 1ª Região";"AM";51644256,34;91029;65563;0;31813;12;256;65563;22857;25812;22500;25685;0,650517966801788;124,26953125;2651,08333333333;1623,36957658819;0,759563295870265;33815,4833700483
"7";"TRF1_AP_2012";2012;"TRF1";"TRF 1ª Região";"AP";26994306,21;33873;27481;0;14645;8;134;27481;16885;14189;16807;14182;0,567649750538777;109,291044776119;1830,625;1843,24385182656;0,69663205732513;20357,9491510265
"8";"TRF1_PA_2012";2012;"TRF1";"TRF 1ª Região";"PA";96635112,77;256593;177119;0;91685;18;447;177119;115848;84776;115312;84658;0,642683159712073;205,111856823266;5093,61111111111;1053,99043213176;0,90864311757872;93169,6926573217
"9";"TRF1_RO_2012";2012;"TRF1";"TRF 1ª Região";"RO";42813733,65;84198;63070;0;27741;12;205;63070;42871;25251;42371;24986;0,670526615834105;135,321951219512;2311,75;1543,3377906348;0,628935036912326;39727,4734806722
"10";"TRF1_RR_2012";2012;"TRF1";"TRF 1ª Região";"RR";22735122,64;29791;20477;0;14245;4;102;20477;14644;13428;14570;13395;0,521835453660501;139,656862745098;3561,25;1596,00720533521;0,823900120346125;16258,0386496032
"11";"TRF1_TO_2012";2012;"TRF1";"TRF 1ª Região";"TO";39245251,11;51673;29125;0;18642;6;151;29125;18920;16403;18710;16363;0,639231320031738;123,456953642384;3107;2105,2060460251;0,68354461369835;23938,4521099029
"12";"TRF1_BA_2012";2012;"TRF1";"TRF 1ª Região";"BA";233802069,64;439749;303720;0;179694;59;1039;303720;171137;148707;170649;148524;0,59137144143591;172,948989412897;3045,66101694915;1301,11227776108;0,800173189066641;185614,816928877
"13";"TRF1_MA_2012";2012;"TRF1";"TRF 1ª Região";"MA";80054933,53;209215;133182;0;85351;16;373;133182;94263;81201;93968;81150;0,592041679611883;228,823056300268;5334,4375;937,949567433305;1;81150
"14";"TRF1_PI_2012";2012;"TRF1";"TRF 1ª Região";"PI";62511644,49;182635;143930;0;36558;15;285;143930;118262;34481;118121;34451;0,799830262545514;128,273684210526;2437,2;1709,93064418185;0,55561924527894;62004,691689008
"15";"TRF1_2º Grau_2012";2012;"TRF1";"TRF 1ª Região";"2º Grau";370491275;531256;423830;0;107426;26;637;423830;423830;107426;423830;107426;0,797788636740103;168,643642072214;4131,76923076923;3448,80452590621;0,781391547007227;137480,371283062
"16";"TRF1_total_2012";2012;"TRF1";"TRF 1ª Região";"total";1810689486;3711303;2570705;0;1140598;385;7639;2570705;1760727;1029334;1755681;1027393;0,692669124563529;149,312475454902;2962,59220779221;1587,49137382321;0,747702236042024;1374067,04230085
"17";"TRF2_RJ_2012";2012;"TRF2";"TRF 2ª Região";"RJ";635070203,362745;1087141;844114;0;302073;174;2866;844114;387430;248646;385071;248075;0,722139998399472;105,398813677599;1736,05172413793;2102,37327852124;0,528554721718247;469345,915960315
"18";"TRF2_ES_2012";2012;"TRF2";"TRF 2ª Região";"ES";133653980,737255;210612;161614;0;53366;26;519;161614;71767;43018;71459;42900;0,746614627846466;102,824662813102;2052,53846153846;2504,47814595913;0,485086678298363;88437,8028077148
"19";"TRF2_2º Grau_2012";2012;"TRF2";"TRF 2ª Região";"2º Grau";256597482,72;154937;96057;0;58880;27;747;96057;96057;58880;96057;58880;0,619974570309223;78,8219544846051;2180,74074074074;4357,97355163043;0,444365996216316;132503,387976017
"20";"TRF2_total_2012";2012;"TRF2";"TRF 2ª Região";"total";1025321666,82;1485949;1071630;0;414319;227;4500;1071630;525099;350544;522432;349855;0,72117549121807;92,0708888888889;1825,19383259912;2474,71553759301;0,506825343515685;690287,106744047
"21";"TRF3_MS_2012";2012;"TRF3";"TRF 3ª Região";"MS";80184369,53;106446;80266;0;59111;18;315;80266;41121;36183;41014;36002;0,444685568269357;187,653968253968;3283,94444444444;1356,50504187038;0,681815203904542;52803,1639567845
"22";"TRF3_SP_2012";2012;"TRF3";"TRF 3ª Região";"SP";980428431,26;2493227;1968055;0;766258;266;4016;1968055;899697;684424;897289;683831;0,692664165757871;190,801294820717;2880,66917293233;1279,50172299669;0,812482569836609;841656,209483385
"23";"TRF3_2º Grau_2012";2012;"TRF3";"TRF 3ª Região";"2º Grau";427413653,12;536596;279791;0;256805;37;1243;279791;279791;256805;279791;256805;0,521418348254553;206,600965406275;6940,67567567568;1664,35097883608;1;256805
"24";"TRF3_total_2012";2012;"TRF3";"TRF 3ª Região";"total";1488026453,91;3522951;2440777;0;1082174;321;6142;2440777;1333274;977412;1330759;976638;0,692821728147794;176,192445457506;3371,25856697819;1375,03437886144;0,848317747453301;1151264,37344017
"25";"TRF4_RS_2012";2012;"TRF4";"TRF 4ª Região";"RS";432801118;832025;585311;0;255904;132;1688;585311;360198;235435;358121;234882;0,692432318740422;151,601895734597;1938,66666666667;1691,26359103414;0,673802495609857;348591,763210092
"26";"TRF4_PR_2012";2012;"TRF4";"TRF 4ª Região";"PR";351234743;615978;429903;0;193806;110;1409;429903;301362;184869;298591;184003;0,685368633295345;137,548616039745;1761,87272727273;1812,30066664603;0,636153906934324;289242,898604089
"27";"TRF4_SC_2012";2012;"TRF4";"TRF 4ª Região";"SC";253732625;420014;275310;0;145655;81;1011;275310;181737;139262;180270;138768;0,653213940487698;144,070227497527;1798,20987654321;1742,01108784456;0,719971439651306;192740,978818837
"28";"TRF4_2º Grau_2012";2012;"TRF4";"TRF 4ª Região";"2º Grau";256891768,082175;216194;88442;0;127752;26;667;88442;88442;127752;88442;127752;0,409086283615641;191,532233883058;4913,53846153846;2010,86298517577;1;127752
"29";"TRF4_total_2012";2012;"TRF4";"TRF 4ª Região";"total";1294660254,14;2082969;1360212;0;722757;349;5091;1360212;912985;686958;906670;685045;0,653015959430985;141,967589864467;2070,93696275072;1791,28013169018;0,715209465885028;958327,640633018
"30";"TRF5_SE_2012";2012;"TRF5";"TRF 5ª Região";"SE";50122666,0575;57101,12363;29576,12363;0;33427,3627;12;244;29576,12363;12874,12363;28415,3627;12685,12363;28363,3627;0,414593609110035;136,997388114754;2785,61355833333;1499,45021111402;1;28363,3627
"31";"TRF5_AL_2012";2012;"TRF5";"TRF 5ª Região";"AL";69315510,68;113111,81025;65888,81025;0;53544,7229;23;310;65888,81025;39623,81025;50788,7229;39461,81025;50747,7229;0,526621289309619;172,724912580645;2328,03143043478;1294,5348659186;1;50747,7229
"32";"TRF5_PE_2012";2012;"TRF5";"TRF 5ª Região";"PE";163034699,82;251458,19027;165337,19027;0;126035,4397;56;786;165337,19027;86748,19027;101565,4397;86050,19027;101258,4397;0,498781727631655;160,350432188295;2250,63285178571;1293,5623520501;0,874390114398814;115804,648328647
"33";"TRF5_RN_2012";2012;"TRF5";"TRF 5ª Região";"RN";83658221,81;120005,39715;61208,39715;0;53065,7122;28;397;61208,39715;38098,39715;46289,7122;37777,39715;46187,7122;0,557805619911654;133,666781360201;1895,20400714286;1576,50238434;0,823749290251292;56070,1086442333
"34";"TRF5_CE_2012";2012;"TRF5";"TRF 5ª Região";"CE";171592504,6675;288377,85388;164508,85388;0;132062,8798;67;826;164508,85388;100314,85388;125133,8798;100188,85388;125075,8798;0,542049162156002;159,882421065375;1971,08775820896;1299,32426831343;0,986466150133177;126791,861822237
"35";"TRF5_PB_2012";2012;"TRF5";"TRF 5ª Região";"PB";88088659,1525;170149,62482;112004,62482;0;72747,8827;28;449;112004,62482;68926,62482;63955,8827;68719,62482;63858,8827;0,572447586781579;162,022010467706;2598,13866785714;1210,87591670211;0,873087239965815;73141,4683170726
"36";"TRF5_2º Grau_2012";2012;"TRF5";"TRF 5ª Região";"2º Grau";170795066;119401;77256;0;42145;14;458;77256;77256;42145;77256;42145;0,647029756869708;92,0196506550218;3010,35714285714;4052,55821568395;0,506376329078991;83228,6139374926
"37";"TRF5_total_2012";2012;"TRF5";"TRF 5ª Região";"total";796607328,99;1201050;688021;0;513029;228;3749;688021;436083;458294;434380;457637;0,572849589942134;136,8442251267;2250,12719298246;1552,7530197903;0,856761015280849;534147,786649682
"38";"TRF_total_2012";2012;"TRF";"TRF";"total";6415305189,86;12004222;8131345;0;3872877;1510;27121;8131345;4780557;3502542;4761767;3496928;0,677373760665206;142,799933630766;2564,81920529801;1656,47016155174;0,742748134873665;4708093,94976777
